ID,Prediction
1,0.1268071407405072
2,0.026917010816425755
3,0.14311081318823016
4,0.1369982921212672
5,0.08905847648117206
6,0.02638725465956604
7,0.009215454593923032
8,0.5291723683494475
9,0.04240443406752882
10,0.6304973818487042
11,0.007166485179415817
12,0.07805188779321429
13,0.6155139382846896
14,0.8330995540703051
15,0.010443796939009785
16,0.01040682810305936
17,0.09012483884822224
18,0.9704176050663699
19,0.6897656597668721
20,0.1391110589703509
21,0.001693336133551364
22,0.2149532299981518
23,0.9964499531318121
24,0.8028299253608796
25,0.03190395406411963
26,0.3946163917205025
27,0.0013623854735298991
28,0.025649854312670507
29,0.01510611676763107
30,0.2958352417294924
31,0.004418993422446757
32,0.04964769944763812
33,0.0015261735825593775
34,0.0020255604826763395
35,0.2055134833366005
36,0.10765309639393322
37,0.00048573111616920337
38,0.1755250251144107
39,0.12312212938297093
40,0.733565564859465
41,0.9734293682472307
42,0.004304927808148059
43,0.9966779863910948
44,0.13087317772803592
45,0.0007737431725243959
46,0.0006004414615404215
47,0.0007575698865141987
48,0.5338613616916428
49,0.1470974842738527
50,0.216519353581552
51,0.0006119252323933608
52,0.026548361166338356
53,0.4988020444589576
54,0.3345673208471961
55,0.9780567653328824
56,0.32696412994045493
57,0.008774524013272826
58,0.2936411099255991
59,0.5208041426469512
60,0.668573852613538
61,0.0006360595547161481
62,0.8942856212034295
63,0.04479885675848559
64,0.002849910225986425
65,0.0035989770074780006
66,0.016342862941058293
67,0.9991935972963856
68,0.12048464634102739
69,0.01015884679057709
70,0.012332427926117318
71,0.01106179584214786
72,0.4304226064891257
73,0.0003847940798678494
74,0.054181892261011284
75,0.9755496151753049
76,0.015922426951850047
77,0.0007220422760604537
78,0.05517825210089073
79,0.5188253111170523
80,0.022777252428348597
81,0.12998099552733047
82,0.02946618138461391
83,0.010505713509043571
84,0.0017435161958083288
85,0.020923822392669218
86,0.9958100344143341
87,0.0397300326754273
88,0.007378664213719839
89,0.2496002055978197
90,0.782739029973859
91,0.7375285138743869
92,0.8434211191003574
93,0.02077589000711263
94,0.045174708767279824
95,0.21833563131545866
96,0.7176611561948598
97,0.00047019874988073814
98,0.0001564683685979752
99,0.12998099552733047
100,0.09250617296573632
101,0.7272620612294952
102,0.19718767078163407
103,0.01618872213565763
104,0.480095235619254
105,0.8992864364784415
106,0.03295941514350459
107,0.013318994338423665
108,0.034832334142806544
109,0.4011431044059472
110,0.012583303173207081
111,0.05158211267277918
112,0.008086292885064983
113,0.003794557685413351
114,0.04928907856223215
115,0.15012838254824357
116,0.10382892983477829
117,0.0005334380653966821
118,0.01057017023763783
119,0.018714377004776028
120,0.036240334465812984
121,0.845938082526517
122,0.12011585352283177
123,0.6089991593266328
124,0.30884121999769404
125,0.9993697060968466
126,0.018577122872288347
127,0.2555985794683464
128,0.46218616877557844
129,0.09039124776582079
130,0.29238470389928967
131,0.6394694670974048
132,0.18949035596108382
133,0.5879578609213263
134,0.6917367212770955
135,0.09904539836987249
136,0.09151610749394111
137,0.0012356999846680123
138,0.0012058985146510186
139,0.0030018071190272186
140,0.0013191825472459126
141,0.06852216917272408
142,0.06832498370251318
143,0.0012588188470619135
144,0.14083425251023746
145,0.08238527528708843
146,0.5625128698188148
147,0.1104103584533582
148,0.046948155577089555
149,0.022661356323663784
150,0.01884187234461828
151,0.5560504648449168
152,0.6120467452313988
153,0.06806797180227744
154,0.005387777215166916
155,0.5755120200688514
156,0.5595817852055694
157,0.3377019669765049
158,0.018333271320378413
159,0.023921840776817485
160,0.49667742062358716
161,0.9968516892437724
162,0.3310630752357703
163,0.0053495835735382705
164,0.003621234091245253
